term	gene
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RXRB
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RBP7
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	CYP26A1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	SULT1A1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RXRA
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RBP4
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	HEL-S-53e
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RBP2
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RDH5
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	RXRG
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	DGAT1
VITAMIN A AND CAROTENOID METABOLISM%WIKIPATHWAYS_20250210%WP716%HOMO SAPIENS	CD36
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	SPHK1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	SGMS2
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	RB1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	SGPP1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	UGCG
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	PRKCB
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	SPTLC1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	PRKCA
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	DEGS1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	KDSR
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	PLCB1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	CERS2
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	S1PR1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	S1PR2
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	MTOR
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	MAPK1
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	CDK4
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	CDK2
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	CDKN1A
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	S1PR5
SPHINGOLIPID METABOLISM IN SENESCENCE%WIKIPATHWAYS_20250210%WP5121%HOMO SAPIENS	RPP38
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	CREBBP
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	FLT1
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	PDGFRA
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	SRC
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	VEGFA
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	HIF1A
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	MMP9
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	MAPK1
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	KDR
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	DKFZp666O0110
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	DKFZp434N101
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	MAPK14
ANGIOGENESIS%WIKIPATHWAYS_20250210%WP1539%HOMO SAPIENS	ANGPT1
SARS COV 2 B 1 1 7 VARIANT ANTAGONISES INNATE IMMUNE ACTIVATION%WIKIPATHWAYS_20250210%WP5116%HOMO SAPIENS	RIGI
SARS COV 2 B 1 1 7 VARIANT ANTAGONISES INNATE IMMUNE ACTIVATION%WIKIPATHWAYS_20250210%WP5116%HOMO SAPIENS	TOMM70
SARS COV 2 B 1 1 7 VARIANT ANTAGONISES INNATE IMMUNE ACTIVATION%WIKIPATHWAYS_20250210%WP5116%HOMO SAPIENS	MAVS
SARS COV 2 B 1 1 7 VARIANT ANTAGONISES INNATE IMMUNE ACTIVATION%WIKIPATHWAYS_20250210%WP5116%HOMO SAPIENS	IRF3
SARS COV 2 B 1 1 7 VARIANT ANTAGONISES INNATE IMMUNE ACTIVATION%WIKIPATHWAYS_20250210%WP5116%HOMO SAPIENS	IF1DA1
ARIPIPRAZOLE METABOLIC PATHWAY%WIKIPATHWAYS_20250210%WP2640%HOMO SAPIENS	CYP3A43
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CEP250
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	WDHD1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SFMBT1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	FOXH1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CDYL
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	EMSY
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	RFX7
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	RAB38
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	WDFY2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PRDM14
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	RTF1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	MBTD1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	EPB41L5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	UBR5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DKFZp686L2367
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PTHLH
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ATP8B2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	BMP7
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PBX3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	FOXN3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	GDF3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TRERF1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ZFHX4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SP4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	NABP2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PAF1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TAF4B
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TRIM71
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PBX1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ONECUT1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PHF6
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	HOXC11
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CDC73
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	NR1B3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	HHEX
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TRIM5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ZIC3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DUSP4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PARP8
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TOX3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	AEBP2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	Pax9
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ZIC5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	AHDC1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	BTAF1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TCEAL2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	LEO1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ELP4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	LAMC1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	LRPPRC
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TNRC6C
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CEBPZ
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	GATA4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TAF5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ELAVL1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DKFZp586H0919
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PIAS1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SOX17
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	MAD2L2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SOX7
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	FOXA1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CER1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PABPC1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	EXT1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DNMT3B
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	RGS10
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DKK1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SFRP1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CTBP2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	C1QBP
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DUSP2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	VAV3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PLCH1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	NOG
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	WNT3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SMAD2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SMAD4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TCF7L1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	BMPR1A
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	HOXA1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	JARID2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CTNNB1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TET1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	EZH2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	WNT8A
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	GATA6
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	APP
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	WWC1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	LHX1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SOX2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	FOXO1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	HPRT1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	PAX3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	POU5F1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TCF4
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	MIXL1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	OTX2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	ACACA
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	FOXA2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	STAT1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SLC2A12
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SESN1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SIAH2
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CRTC1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	DUSP5
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	CAND1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	TBX21
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	BCORL1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	MAP2K3
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	NR3C1
ENDODERM DIFFERENTIATION%WIKIPATHWAYS_20250210%WP2853%HOMO SAPIENS	SOX21
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RPA3
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	MSH6
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	DKFZp686J1569
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	MSH2
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	LIG1
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	PCNA
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLE4
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLD3
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLD4
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLD2
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RPA1
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLE
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RFC3
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RFC4
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RFC2
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	RFC1
DNA MISMATCH REPAIR%WIKIPATHWAYS_20250210%WP531%HOMO SAPIENS	POLE2
GLP 1 IN PANCREATIC ISLET CELLS%WIKIPATHWAYS_20250210%WP5447%HOMO SAPIENS	GCG
GLP 1 IN PANCREATIC ISLET CELLS%WIKIPATHWAYS_20250210%WP5447%HOMO SAPIENS	SLC2A2
GLP 1 IN PANCREATIC ISLET CELLS%WIKIPATHWAYS_20250210%WP5447%HOMO SAPIENS	GLP1R
GLP 1 IN PANCREATIC ISLET CELLS%WIKIPATHWAYS_20250210%WP5447%HOMO SAPIENS	INS
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP2B6
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	NR1i2
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	NCOA1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	ABCC3
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	ABCC2
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	SRPX2
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	SRC
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP2A6
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	DNAJC7
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	FOXO1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP3A4
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP3A7
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	PPARGC1A
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	ABCB1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP2C19
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	UGT1A4
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP2C9
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	RXRA
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	UGT1A3
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	UGT1A1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	SLCO1B1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	UGT1A9
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	SULT2A1
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2876%HOMO SAPIENS	CYP4F12
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	MGAT2
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	GCS1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	B4GALT1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	MPDU1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	MAGT1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	DPAGT1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG8
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG9
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG6
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	TUSC3
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	SRD5A3
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG2
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG14
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG3
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	DPM1
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG13
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG12
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	DOLK
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	ALG11
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	GMPPB
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	DPM2
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20250210%WP4521%HOMO SAPIENS	DPM3
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	LMNB2
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	RCE1
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	FNTA
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	LMNA
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	HEL-S-62p
ACQUIRED PARTIAL LIPODYSTROPHY BARRAQUER SIMONS SYNDROME%WIKIPATHWAYS_20250210%WP5104%HOMO SAPIENS	CFD
TGF BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP560%HOMO SAPIENS	LEFTY1
TGF BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP560%HOMO SAPIENS	CREBBP
